name,organism,model_bigg_id
CHST7,Homo sapiens,Recon3D
SLC2A9,Homo sapiens,Recon3D
PSAP,Homo sapiens,Recon3D
INPP5E,Homo sapiens,Recon3D
ASAH2,Homo sapiens,Recon3D
SPHK2,Homo sapiens,Recon3D
UGGT1,Homo sapiens,Recon3D
AGPAT3,Homo sapiens,Recon3D
AGPAT4,Homo sapiens,Recon3D
BDH2,Homo sapiens,Recon3D
C1GALT1,Homo sapiens,Recon3D
MCCC1,Homo sapiens,Recon3D
NT5M,Homo sapiens,Recon3D
NIT2,Homo sapiens,Recon3D
POGLUT1,Homo sapiens,Recon3D
CHPT1,Homo sapiens,Recon3D
AKR1B10,Homo sapiens,Recon3D
PDXP,Homo sapiens,Recon3D
SLC17A7,Homo sapiens,Recon3D
SLC17A6,Homo sapiens,Recon3D
CPA6,Homo sapiens,Recon3D
BAAT,Homo sapiens,Recon3D
PNPLA2,Homo sapiens,Recon3D
RHBG,Homo sapiens,Recon3D
DOLPP1,Homo sapiens,Recon3D
ATP10A,Homo sapiens,Recon3D
ATP8B2,Homo sapiens,Recon3D
PSPH,Homo sapiens,Recon3D
SLC4A10,Homo sapiens,Recon3D
PTEN,Homo sapiens,Recon3D
PTGDS,Homo sapiens,Recon3D
AICDA,Homo sapiens,Recon3D
TMEM27,Homo sapiens,Recon3D
PTGIS,Homo sapiens,Recon3D
SLC24A3,Homo sapiens,Recon3D
PTGS1,Homo sapiens,Recon3D
PTGS2,Homo sapiens,Recon3D
SLC12A5,Homo sapiens,Recon3D
CARNS1,Homo sapiens,Recon3D
RDH14,Homo sapiens,Recon3D
GPAM,Homo sapiens,Recon3D
GBA2,Homo sapiens,Recon3D
G6PC2,Homo sapiens,Recon3D
CYP4F11,Homo sapiens,Recon3D
SLC4A5,Homo sapiens,Recon3D
PTS,Homo sapiens,Recon3D
ABCD3,Homo sapiens,Recon3D
PYCR1,Homo sapiens,Recon3D
ALDH18A1,Homo sapiens,Recon3D
PCYT2,Homo sapiens,Recon3D
PYGB,Homo sapiens,Recon3D
PYGL,Homo sapiens,Recon3D
PYGM,Homo sapiens,Recon3D
ENOPH1,Homo sapiens,Recon3D
KMT2C,Homo sapiens,Recon3D
PRODH2,Homo sapiens,Recon3D
QDPR,Homo sapiens,Recon3D
BCAT1,Homo sapiens,Recon3D
BCAT2,Homo sapiens,Recon3D
BCHE,Homo sapiens,Recon3D
ACE2,Homo sapiens,Recon3D
BCKDHA,Homo sapiens,Recon3D
RBP1,Homo sapiens,Recon3D
RBP2,Homo sapiens,Recon3D
BCKDHB,Homo sapiens,Recon3D
RBP4,Homo sapiens,Recon3D
RDH5,Homo sapiens,Recon3D
RENBP,Homo sapiens,Recon3D
RHAG,Homo sapiens,Recon3D
SLC25A19,Homo sapiens,Recon3D
ELOVL5,Homo sapiens,Recon3D
SLC5A7,Homo sapiens,Recon3D
PPCDC,Homo sapiens,Recon3D
SPCS3,Homo sapiens,Recon3D
RPE,Homo sapiens,Recon3D
BDH1,Homo sapiens,Recon3D
RRM1,Homo sapiens,Recon3D
RRM2,Homo sapiens,Recon3D
ACSM3,Homo sapiens,Recon3D
SAT1,Homo sapiens,Recon3D
MSMO1,Homo sapiens,Recon3D
SC5D,Homo sapiens,Recon3D
SCD,Homo sapiens,Recon3D
SCP2,Homo sapiens,Recon3D
BHMT,Homo sapiens,Recon3D
SDHA,Homo sapiens,Recon3D
SDHB,Homo sapiens,Recon3D
GALNT11,Homo sapiens,Recon3D
SDHC,Homo sapiens,Recon3D
SDHD,Homo sapiens,Recon3D
OXCT2,Homo sapiens,Recon3D
LHPP,Homo sapiens,Recon3D
SLC28A3,Homo sapiens,Recon3D
RBKS,Homo sapiens,Recon3D
MCCC2,Homo sapiens,Recon3D
FN3K,Homo sapiens,Recon3D
XYLT1,Homo sapiens,Recon3D
XYLT2,Homo sapiens,Recon3D
ACOT1,Homo sapiens,Recon3D
ACOT6,Homo sapiens,Recon3D
TMEM91,Homo sapiens,Recon3D
DPEP2,Homo sapiens,Recon3D
DPEP3,Homo sapiens,Recon3D
SETMAR,Homo sapiens,Recon3D
STRA6,Homo sapiens,Recon3D
ABCG5,Homo sapiens,Recon3D
ABCG8,Homo sapiens,Recon3D
NSD1,Homo sapiens,Recon3D
MTMR14,Homo sapiens,Recon3D
SGSH,Homo sapiens,Recon3D
ALG1L2,Homo sapiens,Recon3D
TPSB2,Homo sapiens,Recon3D
BLVRA,Homo sapiens,Recon3D
NDST4,Homo sapiens,Recon3D
BLVRB,Homo sapiens,Recon3D
PLA2G2F,Homo sapiens,Recon3D
FABP9,Homo sapiens,Recon3D
FABP12,Homo sapiens,Recon3D
SHMT1,Homo sapiens,Recon3D
HS3ST6,Homo sapiens,Recon3D
SHMT2,Homo sapiens,Recon3D
PLPPR2,Homo sapiens,Recon3D
SMYD3,Homo sapiens,Recon3D
SI,Homo sapiens,Recon3D
CERK,Homo sapiens,Recon3D
NMNAT1,Homo sapiens,Recon3D
CYP3A43,Homo sapiens,Recon3D
ST3GAL1,Homo sapiens,Recon3D
ELOVL1,Homo sapiens,Recon3D
ST3GAL2,Homo sapiens,Recon3D
GNPNAT1,Homo sapiens,Recon3D
SLC13A3,Homo sapiens,Recon3D
ST3GAL4,Homo sapiens,Recon3D
ETNPPL,Homo sapiens,Recon3D
ST3GAL3,Homo sapiens,Recon3D
ST8SIA1,Homo sapiens,Recon3D
LPIN3,Homo sapiens,Recon3D
AGXT2,Homo sapiens,Recon3D
SLC26A6,Homo sapiens,Recon3D
SLC1A1,Homo sapiens,Recon3D
SLC1A2,Homo sapiens,Recon3D
SLC1A3,Homo sapiens,Recon3D
SLC4A3,Homo sapiens,Recon3D
SLC1A4,Homo sapiens,Recon3D
SLC1A5,Homo sapiens,Recon3D
SLC1A6,Homo sapiens,Recon3D
SLC1A7,Homo sapiens,Recon3D
SLC2A1,Homo sapiens,Recon3D
SLC2A2,Homo sapiens,Recon3D
SLC2A3,Homo sapiens,Recon3D
SLC2A4,Homo sapiens,Recon3D
SLC2A5,Homo sapiens,Recon3D
SLC3A1,Homo sapiens,Recon3D
SLC3A2,Homo sapiens,Recon3D
SLC4A1,Homo sapiens,Recon3D
NADK,Homo sapiens,Recon3D
SLC4A2,Homo sapiens,Recon3D
SLC5A1,Homo sapiens,Recon3D
SLC5A2,Homo sapiens,Recon3D
PYCRL,Homo sapiens,Recon3D
SLC5A3,Homo sapiens,Recon3D
SLC5A5,Homo sapiens,Recon3D
SLC6A1,Homo sapiens,Recon3D
SLC6A2,Homo sapiens,Recon3D
SLC6A3,Homo sapiens,Recon3D
SLC6A4,Homo sapiens,Recon3D
SLC6A6,Homo sapiens,Recon3D
SLC6A7,Homo sapiens,Recon3D
SLC6A8,Homo sapiens,Recon3D
SLC6A9,Homo sapiens,Recon3D
SLC6A11,Homo sapiens,Recon3D
SLC6A12,Homo sapiens,Recon3D
SLC6A13,Homo sapiens,Recon3D
SLC7A1,Homo sapiens,Recon3D
SLC7A2,Homo sapiens,Recon3D
SLC8A2,Homo sapiens,Recon3D
SLC8A1,Homo sapiens,Recon3D
SLC8A3,Homo sapiens,Recon3D
SLC9A1,Homo sapiens,Recon3D
SLC9A2,Homo sapiens,Recon3D
SLC9A3,Homo sapiens,Recon3D
SLC9A5,Homo sapiens,Recon3D
SLC10A1,Homo sapiens,Recon3D
SLC10A2,Homo sapiens,Recon3D
SLC11A1,Homo sapiens,Recon3D
SLC12A1,Homo sapiens,Recon3D
SLC12A2,Homo sapiens,Recon3D
SLC12A3,Homo sapiens,Recon3D
SLC12A4,Homo sapiens,Recon3D
SLC13A1,Homo sapiens,Recon3D
SLC14A1,Homo sapiens,Recon3D
SLC15A1,Homo sapiens,Recon3D
SLC15A2,Homo sapiens,Recon3D
SLC16A1,Homo sapiens,Recon3D
SLC16A2,Homo sapiens,Recon3D
SLC17A1,Homo sapiens,Recon3D
SLC34A1,Homo sapiens,Recon3D
SLC18A1,Homo sapiens,Recon3D
SLC18A2,Homo sapiens,Recon3D
SLC18A3,Homo sapiens,Recon3D
SLC19A1,Homo sapiens,Recon3D
SLC20A1,Homo sapiens,Recon3D
SLC20A2,Homo sapiens,Recon3D
SLC25A1,Homo sapiens,Recon3D
SLCO2A1,Homo sapiens,Recon3D
SLCO1A2,Homo sapiens,Recon3D
SLC22A1,Homo sapiens,Recon3D
SLC22A3,Homo sapiens,Recon3D
SLC22A2,Homo sapiens,Recon3D
SLC22A4,Homo sapiens,Recon3D
SLC22A5,Homo sapiens,Recon3D
AACS,Homo sapiens,Recon3D
CYP4F12,Homo sapiens,Recon3D
SLC2A11,Homo sapiens,Recon3D
SMPD1,Homo sapiens,Recon3D
SMPD2,Homo sapiens,Recon3D
SMS,Homo sapiens,Recon3D
SOAT1,Homo sapiens,Recon3D
SOD1,Homo sapiens,Recon3D
SOD2,Homo sapiens,Recon3D
SOD3,Homo sapiens,Recon3D
SORD,Homo sapiens,Recon3D
UAP1,Homo sapiens,Recon3D
SPR,Homo sapiens,Recon3D
BPGM,Homo sapiens,Recon3D
SQLE,Homo sapiens,Recon3D
SRD5A1,Homo sapiens,Recon3D
SRD5A2,Homo sapiens,Recon3D
AKR1D1,Homo sapiens,Recon3D
SRM,Homo sapiens,Recon3D
SULT1E1,Homo sapiens,Recon3D
ELOVL4,Homo sapiens,Recon3D
SULT1A2,Homo sapiens,Recon3D
SULT1A1,Homo sapiens,Recon3D
SULT1A3,Homo sapiens,Recon3D
SULT1C2,Homo sapiens,Recon3D
SULT2B1,Homo sapiens,Recon3D
SUOX,Homo sapiens,Recon3D
SULT2A1,Homo sapiens,Recon3D
BSG,Homo sapiens,Recon3D
ABCC8,Homo sapiens,Recon3D
SUV39H1,Homo sapiens,Recon3D
BTD,Homo sapiens,Recon3D
TALDO1,Homo sapiens,Recon3D
TAT,Homo sapiens,Recon3D
TBXAS1,Homo sapiens,Recon3D
TDO2,Homo sapiens,Recon3D
PRDX2,Homo sapiens,Recon3D
TH,Homo sapiens,Recon3D
TK1,Homo sapiens,Recon3D
TK2,Homo sapiens,Recon3D
TKT,Homo sapiens,Recon3D
TM7SF2,Homo sapiens,Recon3D
TPH1,Homo sapiens,Recon3D
TPI1,Homo sapiens,Recon3D
TPO,Homo sapiens,Recon3D
TPSAB1,Homo sapiens,Recon3D
TST,Homo sapiens,Recon3D
TSTA3,Homo sapiens,Recon3D
GGT2,Homo sapiens,Recon3D
TXNRD1,Homo sapiens,Recon3D
TYMS,Homo sapiens,Recon3D
TYR,Homo sapiens,Recon3D
TYRP1,Homo sapiens,Recon3D
UCP1,Homo sapiens,Recon3D
UCP2,Homo sapiens,Recon3D
UCP3,Homo sapiens,Recon3D
SLC35A2,Homo sapiens,Recon3D
UGCG,Homo sapiens,Recon3D
UGDH,Homo sapiens,Recon3D
UGP2,Homo sapiens,Recon3D
UGT2B4,Homo sapiens,Recon3D
UGT2B7,Homo sapiens,Recon3D
UGT2B10,Homo sapiens,Recon3D
UGT2B15,Homo sapiens,Recon3D
UGT2B17,Homo sapiens,Recon3D
UGT8,Homo sapiens,Recon3D
UCK2,Homo sapiens,Recon3D
UMPS,Homo sapiens,Recon3D
UPP1,Homo sapiens,Recon3D
UQCRB,Homo sapiens,Recon3D
UQCRC1,Homo sapiens,Recon3D
UQCRC2,Homo sapiens,Recon3D
UQCRFS1,Homo sapiens,Recon3D
UQCRH,Homo sapiens,Recon3D
UROD,Homo sapiens,Recon3D
UROS,Homo sapiens,Recon3D
WHSC1,Homo sapiens,Recon3D
DAGLA,Homo sapiens,Recon3D
XDH,Homo sapiens,Recon3D
CA1,Homo sapiens,Recon3D
CA2,Homo sapiens,Recon3D
CA3,Homo sapiens,Recon3D
CA4,Homo sapiens,Recon3D
CA5A,Homo sapiens,Recon3D
CA6,Homo sapiens,Recon3D
CA7,Homo sapiens,Recon3D
CA8,Homo sapiens,Recon3D
CA9,Homo sapiens,Recon3D
CA12,Homo sapiens,Recon3D
SLC30A1,Homo sapiens,Recon3D
PXDN,Homo sapiens,Recon3D
SLC25A20,Homo sapiens,Recon3D
GGCT,Homo sapiens,Recon3D
ST8SIA4,Homo sapiens,Recon3D
ELOVL6,Homo sapiens,Recon3D
DCTPP1,Homo sapiens,Recon3D
ALG12,Homo sapiens,Recon3D
CAD,Homo sapiens,Recon3D
ALDH5A1,Homo sapiens,Recon3D
THTPA,Homo sapiens,Recon3D
HSD17B8,Homo sapiens,Recon3D
B3GNT4,Homo sapiens,Recon3D
GLB1L,Homo sapiens,Recon3D
PLA2G7,Homo sapiens,Recon3D
SLC52A2,Homo sapiens,Recon3D
CHPF,Homo sapiens,Recon3D
CERS4,Homo sapiens,Recon3D
ACSS3,Homo sapiens,Recon3D
GALNT14,Homo sapiens,Recon3D
SRD5A3,Homo sapiens,Recon3D
PANK3,Homo sapiens,Recon3D
FN3KRP,Homo sapiens,Recon3D
GALNT12,Homo sapiens,Recon3D
NOL9,Homo sapiens,Recon3D
PPCS,Homo sapiens,Recon3D
SUV39H2,Homo sapiens,Recon3D
SLC25A22,Homo sapiens,Recon3D
UGT2A3,Homo sapiens,Recon3D
EHMT1,Homo sapiens,Recon3D
AGMAT,Homo sapiens,Recon3D
PIP4K2C,Homo sapiens,Recon3D
THNSL1,Homo sapiens,Recon3D
CYBRD1,Homo sapiens,Recon3D
TUSC3,Homo sapiens,Recon3D
PLPPR3,Homo sapiens,Recon3D
SCD5,Homo sapiens,Recon3D
ELOVL7,Homo sapiens,Recon3D
PANK2,Homo sapiens,Recon3D
PGAP1,Homo sapiens,Recon3D
PTGES2,Homo sapiens,Recon3D
UXS1,Homo sapiens,Recon3D
ASRGL1,Homo sapiens,Recon3D
ATHL1,Homo sapiens,Recon3D
MOGAT2,Homo sapiens,Recon3D
HKDC1,Homo sapiens,Recon3D
PIGZ,Homo sapiens,Recon3D
HSD3B7,Homo sapiens,Recon3D
ITPKC,Homo sapiens,Recon3D
FLAD1,Homo sapiens,Recon3D
PNPLA3,Homo sapiens,Recon3D
COASY,Homo sapiens,Recon3D
SLC25A16,Homo sapiens,Recon3D
PDHX,Homo sapiens,Recon3D
SLC19A3,Homo sapiens,Recon3D
ACAD10,Homo sapiens,Recon3D
SETD7,Homo sapiens,Recon3D
KMT2D,Homo sapiens,Recon3D
SLC2A10,Homo sapiens,Recon3D
SLC7A5,Homo sapiens,Recon3D
PTDSS2,Homo sapiens,Recon3D
SGPP1,Homo sapiens,Recon3D
SLC38A1,Homo sapiens,Recon3D
PLA2G12A,Homo sapiens,Recon3D
ACSBG2,Homo sapiens,Recon3D
SLC14A2,Homo sapiens,Recon3D
ST6GALNAC5,Homo sapiens,Recon3D
SLC25A28,Homo sapiens,Recon3D
PNPLA4,Homo sapiens,Recon3D
TKTL1,Homo sapiens,Recon3D
EPX,Homo sapiens,Recon3D
ACOX2,Homo sapiens,Recon3D
ACOX3,Homo sapiens,Recon3D
ELOVL3,Homo sapiens,Recon3D
GLT8D2,Homo sapiens,Recon3D
UCK1,Homo sapiens,Recon3D
NUDT12,Homo sapiens,Recon3D
SLC4A9,Homo sapiens,Recon3D
HYAL3,Homo sapiens,Recon3D
SLC25A18,Homo sapiens,Recon3D
SETDB2,Homo sapiens,Recon3D
SLC25A2,Homo sapiens,Recon3D
PIP5K1A,Homo sapiens,Recon3D
PIP5K1B,Homo sapiens,Recon3D
PIP4K2B,Homo sapiens,Recon3D
PLA2G6,Homo sapiens,Recon3D
PLA2G10,Homo sapiens,Recon3D
B3GNT5,Homo sapiens,Recon3D
SLC25A11,Homo sapiens,Recon3D
TKTL2,Homo sapiens,Recon3D
PCBD2,Homo sapiens,Recon3D
ACAD11,Homo sapiens,Recon3D
BBOX1,Homo sapiens,Recon3D
HAGHL,Homo sapiens,Recon3D
COQ5,Homo sapiens,Recon3D
SOAT2,Homo sapiens,Recon3D
DOT1L,Homo sapiens,Recon3D
DUSP11,Homo sapiens,Recon3D
PLPP5,Homo sapiens,Recon3D
ACSS1,Homo sapiens,Recon3D
LYZL1,Homo sapiens,Recon3D
NT5C1A,Homo sapiens,Recon3D
DGAT2,Homo sapiens,Recon3D
SLC9A7,Homo sapiens,Recon3D
MCEE,Homo sapiens,Recon3D
COX4I2,Homo sapiens,Recon3D
GPT2,Homo sapiens,Recon3D
PIGO,Homo sapiens,Recon3D
CNDP1,Homo sapiens,Recon3D
OGT,Homo sapiens,Recon3D
FUT10,Homo sapiens,Recon3D
B3GNT9,Homo sapiens,Recon3D
KMT5C,Homo sapiens,Recon3D
CAT,Homo sapiens,Recon3D
PLCD4,Homo sapiens,Recon3D
PLPP7,Homo sapiens,Recon3D
CBR4,Homo sapiens,Recon3D
SLC7A3,Homo sapiens,Recon3D
ADO,Homo sapiens,Recon3D
SLC35B4,Homo sapiens,Recon3D
ALG10,Homo sapiens,Recon3D
PHYKPL,Homo sapiens,Recon3D
SLC43A1,Homo sapiens,Recon3D
PIK3R3,Homo sapiens,Recon3D
NDST2,Homo sapiens,Recon3D
LIPF,Homo sapiens,Recon3D
DGKZ,Homo sapiens,Recon3D
DGKE,Homo sapiens,Recon3D
DGKD,Homo sapiens,Recon3D
DDO,Homo sapiens,Recon3D
CYP4F2,Homo sapiens,Recon3D
ABCC11,Homo sapiens,Recon3D
CHST1,Homo sapiens,Recon3D
EPT1,Homo sapiens,Recon3D
DEGS1,Homo sapiens,Recon3D
KMO,Homo sapiens,Recon3D
PDXK,Homo sapiens,Recon3D
AKR7A2,Homo sapiens,Recon3D
SLC25A12,Homo sapiens,Recon3D
RDH16,Homo sapiens,Recon3D
PLPP1,Homo sapiens,Recon3D
PLPP2,Homo sapiens,Recon3D
PLPP3,Homo sapiens,Recon3D
PDE8B,Homo sapiens,Recon3D
HSD17B6,Homo sapiens,Recon3D
AOC3,Homo sapiens,Recon3D
AKR1C3,Homo sapiens,Recon3D
ABCB11,Homo sapiens,Recon3D
PDE5A,Homo sapiens,Recon3D
ALDH4A1,Homo sapiens,Recon3D
SLC4A4,Homo sapiens,Recon3D
GALNT4,Homo sapiens,Recon3D
DGAT1,Homo sapiens,Recon3D
B4GALT4,Homo sapiens,Recon3D
B4GALT3,Homo sapiens,Recon3D
B4GALT2,Homo sapiens,Recon3D
B3GALT4,Homo sapiens,Recon3D
B3GALNT1,Homo sapiens,Recon3D
B3GALT2,Homo sapiens,Recon3D
B3GALT1,Homo sapiens,Recon3D
ABCC3,Homo sapiens,Recon3D
GPAA1,Homo sapiens,Recon3D
CBR1,Homo sapiens,Recon3D
CBR3,Homo sapiens,Recon3D
CBS,Homo sapiens,Recon3D
CDS2,Homo sapiens,Recon3D
MTMR1,Homo sapiens,Recon3D
FBP2,Homo sapiens,Recon3D
FPGT,Homo sapiens,Recon3D
SUCLG2,Homo sapiens,Recon3D
SUCLG1,Homo sapiens,Recon3D
SUCLA2,Homo sapiens,Recon3D
DPM2,Homo sapiens,Recon3D
INPP4B,Homo sapiens,Recon3D
CES2,Homo sapiens,Recon3D
GMPS,Homo sapiens,Recon3D
GGH,Homo sapiens,Recon3D
KYAT1,Homo sapiens,Recon3D
ALDH1A2,Homo sapiens,Recon3D
SYNJ1,Homo sapiens,Recon3D
ST3GAL5,Homo sapiens,Recon3D
SYNJ2,Homo sapiens,Recon3D
VNN2,Homo sapiens,Recon3D
VNN1,Homo sapiens,Recon3D
SPHK1,Homo sapiens,Recon3D
SGPL1,Homo sapiens,Recon3D
SLC5A6,Homo sapiens,Recon3D
MTMR3,Homo sapiens,Recon3D
MTMR2,Homo sapiens,Recon3D
GYG2,Homo sapiens,Recon3D
KYNU,Homo sapiens,Recon3D
MGAM,Homo sapiens,Recon3D
P4HA2,Homo sapiens,Recon3D
PLCZ1,Homo sapiens,Recon3D
AQP10,Homo sapiens,Recon3D
SLC25A21,Homo sapiens,Recon3D
ATP6V0E1,Homo sapiens,Recon3D
HS6ST2,Homo sapiens,Recon3D
SLC25A14,Homo sapiens,Recon3D
CH25H,Homo sapiens,Recon3D
ATP6V1E2,Homo sapiens,Recon3D
RPL14,Homo sapiens,Recon3D
SLC7A7,Homo sapiens,Recon3D
SLC7A6,Homo sapiens,Recon3D
SLC13A2,Homo sapiens,Recon3D
PAPSS2,Homo sapiens,Recon3D
PAPSS1,Homo sapiens,Recon3D
SEC11C,Homo sapiens,Recon3D
PIGQ,Homo sapiens,Recon3D
CERS5,Homo sapiens,Recon3D
MTMR6,Homo sapiens,Recon3D
MTMR7,Homo sapiens,Recon3D
ATP6V0D1,Homo sapiens,Recon3D
SCARF2,Homo sapiens,Recon3D
GGTLC2,Homo sapiens,Recon3D
SLC16A3,Homo sapiens,Recon3D
UAP1L1,Homo sapiens,Recon3D
SLC6A5,Homo sapiens,Recon3D
SLC28A2,Homo sapiens,Recon3D
SLC28A1,Homo sapiens,Recon3D
DGKI,Homo sapiens,Recon3D
COX7A2L,Homo sapiens,Recon3D
ACY3,Homo sapiens,Recon3D
IDI2,Homo sapiens,Recon3D
SLC24A1,Homo sapiens,Recon3D
SLC16A7,Homo sapiens,Recon3D
SLC33A1,Homo sapiens,Recon3D
HACD1,Homo sapiens,Recon3D
GGTLC1,Homo sapiens,Recon3D
LRAT,Homo sapiens,Recon3D
PXYLP1,Homo sapiens,Recon3D
GCNT3,Homo sapiens,Recon3D
LDHAL6B,Homo sapiens,Recon3D
DHRS3,Homo sapiens,Recon3D
G6PC3,Homo sapiens,Recon3D
SLC38A5,Homo sapiens,Recon3D
ATP6V1F,Homo sapiens,Recon3D
B3GNT7,Homo sapiens,Recon3D
NT5C1B,Homo sapiens,Recon3D
NAPRT,Homo sapiens,Recon3D
PIGM,Homo sapiens,Recon3D
B4GALT6,Homo sapiens,Recon3D
B4GALT5,Homo sapiens,Recon3D
NDST3,Homo sapiens,Recon3D
TPTE2,Homo sapiens,Recon3D
SDR42E1,Homo sapiens,Recon3D
SLC22A6,Homo sapiens,Recon3D
ACPT,Homo sapiens,Recon3D
KL,Homo sapiens,Recon3D
PPT2,Homo sapiens,Recon3D
SLC22A8,Homo sapiens,Recon3D
COX5A,Homo sapiens,Recon3D
GRHPR,Homo sapiens,Recon3D
LIPG,Homo sapiens,Recon3D
SLC22A13,Homo sapiens,Recon3D
HS6ST1,Homo sapiens,Recon3D
CPA5,Homo sapiens,Recon3D
PIGS,Homo sapiens,Recon3D
FTMT,Homo sapiens,Recon3D
FADS2,Homo sapiens,Recon3D
CYP7B1,Homo sapiens,Recon3D
ABCG2,Homo sapiens,Recon3D
CHST2,Homo sapiens,Recon3D
GGPS1,Homo sapiens,Recon3D
PCYT1B,Homo sapiens,Recon3D
CHST3,Homo sapiens,Recon3D
SLC25A27,Homo sapiens,Recon3D
PIGL,Homo sapiens,Recon3D
PIGB,Homo sapiens,Recon3D
PGS1,Homo sapiens,Recon3D
CD36,Homo sapiens,Recon3D
SLC4A7,Homo sapiens,Recon3D
SLC4A8,Homo sapiens,Recon3D
SCARB1,Homo sapiens,Recon3D
GAL3ST1,Homo sapiens,Recon3D
SPTLC2,Homo sapiens,Recon3D
TECR,Homo sapiens,Recon3D
CD38,Homo sapiens,Recon3D
PTGES,Homo sapiens,Recon3D
ENTPD1,Homo sapiens,Recon3D
ENTPD2,Homo sapiens,Recon3D
ATP6V1G1,Homo sapiens,Recon3D
ATP5J2,Homo sapiens,Recon3D
ENTPD6,Homo sapiens,Recon3D
MINPP1,Homo sapiens,Recon3D
H6PD,Homo sapiens,Recon3D
ENTPD3,Homo sapiens,Recon3D
ENTPD5,Homo sapiens,Recon3D
ENTPD4,Homo sapiens,Recon3D
PRDX6,Homo sapiens,Recon3D
ACY1,Homo sapiens,Recon3D
GDA,Homo sapiens,Recon3D
PLCH2,Homo sapiens,Recon3D
HS2ST1,Homo sapiens,Recon3D
LPIN2,Homo sapiens,Recon3D
PPIP5K1,Homo sapiens,Recon3D
SETD1A,Homo sapiens,Recon3D
KMT2B,Homo sapiens,Recon3D
SPCS2,Homo sapiens,Recon3D
CDA,Homo sapiens,Recon3D
PTDSS1,Homo sapiens,Recon3D
ACYP1,Homo sapiens,Recon3D
IP6K1,Homo sapiens,Recon3D
HEPH,Homo sapiens,Recon3D
SETDB1,Homo sapiens,Recon3D
PLPPR4,Homo sapiens,Recon3D
FIG4,Homo sapiens,Recon3D
ACYP2,Homo sapiens,Recon3D
FAM20B,Homo sapiens,Recon3D
XYLB,Homo sapiens,Recon3D
GFPT2,Homo sapiens,Recon3D
HS3ST4,Homo sapiens,Recon3D
HS3ST3B1,Homo sapiens,Recon3D
HS3ST3A1,Homo sapiens,Recon3D
HS3ST2,Homo sapiens,Recon3D
HS3ST1,Homo sapiens,Recon3D
SLC23A2,Homo sapiens,Recon3D
SLC23A1,Homo sapiens,Recon3D
SLC12A6,Homo sapiens,Recon3D